Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,City,State,Category,SubCategory,Quantity,Unit_Price,Discount,ShippingMode,Profit_Margin,Sales_Revenue,Profit_Amount,Is_High_Profit
ORD1288,2023-04-15,2023-05-22,CUST21,Consumer,Delhi,Telangana,Office Supplies,Phones,13,256.57741151965143,0.1,First Class,0.3230569573372635,3001.955714779922,969.8026792780115,True
ORD1289,2023-08-04,2023-06-13,CUST84,Corporate,Mumbai,Maharashtra,Office Supplies,Chairs,6,43.22023395577517,0.05,Standard,0.3307043389743697,246.35533354791846,81.47077773377474,False
ORD1290,2023-01-12,2023-03-28,CUST140,Corporate,Delhi,Maharashtra,Furniture,Chairs,9,364.5545432155906,0.15,Standard,0.1662141170775464,2788.842255599268,463.5449531829853,False
ORD1291,2023-01-14,2023-05-17,CUST37,Home Office,Chennai,Telangana,Furniture,Phones,12,404.9253630487674,0.05,Standard,0.2610929479467865,4616.149138755948,1205.24398679981,True
ORD1292,2023-10-28,2023-03-24,CUST42,Corporate,Hyderabad,Telangana,Furniture,Tables,5,151.85395390866262,0.2,Express,0.2373722352077972,607.4158156346505,144.18364985776424,False
ORD1293,2023-05-12,2023-01-27,CUST145,Home Office,Hyderabad,Maharashtra,Technology,Binders,4,335.4216122488417,0.15,First Class,0.2603610890316504,1140.4334816460619,296.92450324952534,False
ORD1294,2023-02-16,2023-08-09,CUST101,Home Office,Delhi,Maharashtra,Technology,Tables,3,219.03003151665277,0.15,Same Day,0.4044442353941032,558.5265803674645,225.8928557440023,False
ORD1295,2023-07-10,2023-09-01,CUST48,Consumer,Hyderabad,Maharashtra,Office Supplies,Tables,10,249.70629381050165,0.0,Standard,0.2930153629866691,2497.0629381050167,731.6778032093998,False
ORD1296,2023-10-09,2023-08-15,CUST103,Home Office,Chennai,Telangana,Furniture,Tables,1,424.1605234987625,0.2,Express,0.4761264612957058,339.32841879901,161.5632392598399,False
ORD1297,2023-03-20,2023-06-19,CUST28,Home Office,Hyderabad,Maharashtra,Furniture,Phones,3,267.4616791717247,0.0,Same Day,0.2174705653433745,802.3850375151742,174.49512773148967,False
ORD1298,2023-08-16,2023-05-19,CUST41,Consumer,Chennai,Karnataka,Furniture,Phones,3,348.8377174486613,0.0,Same Day,0.2662814313139716,1046.5131523459838,278.667020095585,False
ORD1299,2023-02-01,2023-11-12,CUST99,Home Office,Mumbai,Telangana,Furniture,Phones,7,442.84135350083096,0.1,Same Day,0.4147827241916165,2789.900527055235,1157.2025408355971,True
ORD1300,2023-01-19,2023-07-09,CUST47,Consumer,Chennai,Karnataka,Technology,Tables,7,252.901334938355,0.0,Standard,0.3184098373283001,1770.3093445684851,563.6839104248209,False
ORD1301,2023-07-13,2023-06-24,CUST146,Corporate,Bangalore,Delhi,Office Supplies,Binders,13,163.49286283952276,0.05,Same Day,0.3188112585697791,2019.1368560681058,643.7235623076997,False
ORD1302,2023-07-17,2023-01-10,CUST105,Consumer,Bangalore,Telangana,Office Supplies,Chairs,12,379.2964075756949,0.15,First Class,0.1213360652020734,3868.823357272088,469.4278031332706,False
ORD1303,2023-08-21,2023-05-05,CUST124,Home Office,Bangalore,Delhi,Technology,Laptops,1,117.83246484449896,0.0,Express,0.2594398650873823,117.83246484449896,30.57043878217053,False
ORD1304,2023-09-23,2023-05-19,CUST13,Consumer,Delhi,Maharashtra,Furniture,Chairs,3,200.3802625229606,0.05,Same Day,0.208293492968693,571.0837481904377,118.9530286882398,False
ORD1305,2023-12-23,2023-05-26,CUST141,Home Office,Delhi,Maharashtra,Office Supplies,Chairs,13,434.2063461823289,0.2,Same Day,0.4997340491324461,4515.746000296221,2256.6720335816785,True
ORD1306,2023-07-08,2023-07-31,CUST100,Corporate,Delhi,Tamil Nadu,Office Supplies,Laptops,8,364.9669467319644,0.15,First Class,0.2233420282529241,2481.775237777358,554.2847152730782,False
ORD1307,2023-04-28,2023-07-14,CUST31,Consumer,Chennai,Maharashtra,Technology,Tables,9,207.86739257127465,0.2,Same Day,0.4537986139175454,1496.6452265131775,679.1755293179907,False
ORD1308,2023-10-18,2023-08-10,CUST130,Corporate,Delhi,Delhi,Furniture,Binders,7,115.22480618009511,0.05,Standard,0.370493494016191,766.2449610976324,283.8887729093622,False
ORD1309,2023-04-09,2023-10-07,CUST16,Home Office,Mumbai,Maharashtra,Office Supplies,Binders,7,184.4245115077959,0.2,Standard,0.2363665636768361,1032.777264443657,244.11401304011025,False
ORD1310,2023-06-10,2023-10-24,CUST137,Home Office,Bangalore,Telangana,Furniture,Chairs,12,149.21103312144217,0.2,Standard,0.3174137513496494,1432.425917965845,454.671684152004,False
ORD1311,2023-01-29,2023-09-20,CUST73,Corporate,Chennai,Maharashtra,Office Supplies,Laptops,11,96.28375109248842,0.2,Same Day,0.4362143519796775,847.2970096138981,369.60311598304514,False
ORD1312,2023-01-10,2023-12-15,CUST54,Consumer,Bangalore,Tamil Nadu,Technology,Paper,8,374.2331276471718,0.0,Express,0.4533473192123648,2993.8650211773743,1357.2606814344324,True
ORD1313,2023-12-18,2023-01-07,CUST100,Consumer,Delhi,Maharashtra,Furniture,Tables,6,133.51424455658406,0.0,Express,0.164157550002458,801.0854673395044,131.5042276610271,False
ORD1314,2023-11-02,2023-03-13,CUST109,Home Office,Chennai,Delhi,Technology,Chairs,11,232.54206038220428,0.0,Same Day,0.2358292564832678,2557.962664204247,603.2424332112464,False
ORD1315,2023-09-12,2023-01-03,CUST87,Corporate,Hyderabad,Delhi,Office Supplies,Binders,3,199.07112894969345,0.15,Express,0.2992561261378465,507.6313788217182,151.91179993220106,False
ORD1316,2023-05-30,2023-08-25,CUST137,Corporate,Mumbai,Maharashtra,Technology,Phones,1,491.2179155314591,0.05,Express,0.1168179184303778,466.6570197548861,54.513901668689485,False
ORD1317,2023-03-05,2023-11-24,CUST8,Consumer,Delhi,Delhi,Technology,Phones,7,201.6351996326281,0.0,Same Day,0.3392951039407586,1411.4463974283967,478.89685212227715,False
ORD1318,2023-02-27,2023-03-30,CUST7,Consumer,Delhi,Delhi,Technology,Laptops,1,49.19141657040985,0.2,Standard,0.4419280211968752,39.35313325632788,17.391252307865923,False
ORD1319,2023-04-02,2023-12-05,CUST36,Consumer,Mumbai,Tamil Nadu,Office Supplies,Laptops,1,54.01461876032117,0.2,Same Day,0.2526297551302071,43.21169500825694,10.916559928697142,False
ORD1320,2023-07-20,2023-01-22,CUST18,Corporate,Mumbai,Telangana,Furniture,Chairs,9,299.46932346300173,0.2,Standard,0.3960143779936708,2156.1791289336124,853.8779365875794,True
ORD1321,2023-09-18,2023-12-08,CUST3,Consumer,Hyderabad,Tamil Nadu,Technology,Paper,13,303.6881403517501,0.2,Standard,0.3510801654402959,3158.3566596582014,1108.8363785922618,True
ORD1322,2023-08-29,2023-05-09,CUST28,Consumer,Delhi,Karnataka,Furniture,Binders,10,215.19190533650087,0.1,Express,0.2502594941972003,1936.7271480285076,484.6843564636005,False
ORD1323,2023-04-13,2023-02-07,CUST70,Home Office,Delhi,Tamil Nadu,Office Supplies,Chairs,7,221.6034092328945,0.15,Express,0.1564239197969188,1318.5402849357222,206.25123977979186,False
ORD1324,2023-12-15,2023-06-27,CUST149,Consumer,Bangalore,Maharashtra,Furniture,Paper,13,36.426965592026896,0.05,Standard,0.3837295411103869,449.87302506153213,172.6295694648033,False
ORD1325,2023-09-27,2023-04-04,CUST28,Consumer,Chennai,Telangana,Technology,Laptops,11,263.1077900907385,0.05,Standard,0.4418260675764962,2749.476406448217,1214.7903485553718,True
ORD1326,2023-07-22,2023-04-14,CUST54,Corporate,Chennai,Maharashtra,Technology,Phones,13,257.3223429363724,0.0,Express,0.3743417969605968,3345.1904581728413,1252.2446072878633,True
ORD1327,2023-08-12,2023-04-23,CUST65,Corporate,Bangalore,Karnataka,Technology,Tables,4,83.27916609290283,0.1,First Class,0.1071513936139272,299.80499793445017,32.1245233410969,False
ORD1328,2023-06-03,2023-10-21,CUST100,Home Office,Chennai,Telangana,Technology,Phones,6,60.88129919435451,0.05,Standard,0.1864931577563965,347.0234054078207,64.71749068988264,False
ORD1329,2023-04-01,2023-07-16,CUST21,Consumer,Mumbai,Delhi,Technology,Binders,1,70.55052039375033,0.15,Standard,0.1277919939534127,59.967942334687784,7.663422924233023,False
ORD1330,2023-05-10,2023-04-24,CUST13,Home Office,Chennai,Tamil Nadu,Technology,Binders,7,59.50384078071668,0.2,Standard,0.3281544398304907,333.22150837201343,109.34811741928924,False
ORD1331,2023-10-04,2023-08-11,CUST57,Corporate,Chennai,Maharashtra,Office Supplies,Phones,12,308.7570158130123,0.0,Express,0.402591071536165,3705.0841897561477,1491.6338140856312,True
ORD1332,2023-01-06,2023-09-19,CUST49,Home Office,Bangalore,Karnataka,Office Supplies,Phones,6,106.27649967743012,0.15,Same Day,0.1442316748274638,542.0101483548935,78.17503147070842,False
ORD1333,2023-02-12,2023-04-10,CUST118,Corporate,Hyderabad,Delhi,Office Supplies,Paper,4,133.2007745718571,0.05,Standard,0.4353351282373541,506.1629433730569,220.35050986230632,False
ORD1334,2023-01-17,2023-05-31,CUST54,Home Office,Chennai,Tamil Nadu,Furniture,Chairs,7,95.05035063420549,0.1,Standard,0.3222035913581933,598.8172089954945,192.94105530543817,False
ORD1335,2023-01-15,2023-02-14,CUST138,Home Office,Chennai,Delhi,Furniture,Laptops,3,479.3392991797665,0.0,Standard,0.37598760485669,1438.0178975392996,540.6769050368544,False
ORD1336,2023-11-09,2023-03-08,CUST53,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Paper,1,428.76255694439936,0.05,Same Day,0.4885607394434584,407.3244290971794,199.0027242731025,False
ORD1337,2023-09-14,2023-09-06,CUST44,Home Office,Bangalore,Telangana,Furniture,Tables,4,122.94247030224524,0.0,Same Day,0.1334723952990789,491.76988120898096,65.63770398090618,False
ORD1338,2023-06-23,2023-03-08,CUST47,Consumer,Hyderabad,Delhi,Furniture,Phones,3,170.50748402184175,0.05,Standard,0.4604896091911157,485.94632946224897,223.77323534192817,False
ORD1339,2023-02-05,2023-07-11,CUST53,Consumer,Bangalore,Delhi,Technology,Tables,1,112.8474927294486,0.2,Standard,0.1504410783949637,90.27799418355889,13.58151880030886,False
ORD1340,2023-06-29,2023-09-16,CUST74,Consumer,Mumbai,Delhi,Technology,Tables,2,251.01922013580364,0.1,First Class,0.2571835226546729,451.8345962444466,116.20441311939862,False
ORD1341,2023-06-22,2023-02-09,CUST46,Consumer,Bangalore,Telangana,Furniture,Paper,11,19.60916091238426,0.2,Same Day,0.4405754785324457,172.5606160289815,76.02597598282216,False
ORD1342,2023-03-05,2023-07-27,CUST13,Home Office,Mumbai,Karnataka,Furniture,Laptops,5,338.9703243594299,0.05,First Class,0.4625016946951473,1610.109040707292,744.6781599711005,True
ORD1343,2023-06-08,2023-04-04,CUST102,Corporate,Mumbai,Tamil Nadu,Office Supplies,Binders,8,266.3474934106444,0.15,Standard,0.3025486694180581,1811.1629551923818,547.964942192733,False
ORD1344,2023-05-26,2023-12-18,CUST24,Corporate,Bangalore,Delhi,Furniture,Chairs,1,450.3330748675406,0.2,Standard,0.3376418553101701,360.2664598940325,121.64103592464812,False
ORD1345,2023-08-13,2023-06-26,CUST2,Corporate,Delhi,Telangana,Technology,Binders,4,90.55241532092292,0.15,Standard,0.3832589338394229,307.8782120911379,117.99707531843724,False
ORD1346,2023-08-20,2023-10-22,CUST81,Home Office,Bangalore,Karnataka,Furniture,Laptops,14,404.0135305699545,0.05,Standard,0.4331034673810857,5373.379956580395,2327.229490750997,True
ORD1347,2023-01-17,2023-07-20,CUST100,Consumer,Chennai,Tamil Nadu,Office Supplies,Binders,4,398.0608970886907,0.1,Express,0.1486044678150664,1433.0192295192865,212.95305997147005,False
ORD1348,2023-05-17,2023-01-16,CUST142,Corporate,Chennai,Telangana,Technology,Phones,5,72.3187827162746,0.15,Express,0.424027723291691,307.35482654416705,130.32696734223575,False
ORD1349,2023-08-17,2023-08-20,CUST138,Home Office,Delhi,Tamil Nadu,Technology,Phones,7,205.2940198306225,0.05,Express,0.2925104602046467,1365.2052318736394,399.3368106491497,False
ORD1350,2023-07-03,2023-12-14,CUST131,Consumer,Mumbai,Delhi,Technology,Paper,13,93.37479416081328,0.15,First Class,0.2802493700432676,1031.7914754769868,289.15891101843914,False
ORD1351,2023-11-09,2023-08-08,CUST111,Corporate,Delhi,Karnataka,Technology,Tables,12,134.81304522419896,0.2,Same Day,0.2695599007987993,1294.2052341523101,348.8658345313836,False
ORD1352,2023-08-29,2023-10-27,CUST102,Consumer,Chennai,Telangana,Furniture,Laptops,8,138.99062566696674,0.05,Standard,0.303684634098417,1056.3287550689472,320.7908114707496,False
ORD1353,2023-03-01,2023-11-19,CUST17,Corporate,Delhi,Karnataka,Office Supplies,Laptops,6,282.5558330726286,0.2,Same Day,0.4780202213578414,1356.2679987486174,648.3235289823706,False
ORD1354,2023-01-26,2023-03-25,CUST12,Corporate,Bangalore,Delhi,Furniture,Binders,1,211.5913565626281,0.0,Express,0.3192815091168606,211.5913565626281,67.55720763939965,False
ORD1355,2023-08-23,2023-03-19,CUST116,Corporate,Delhi,Karnataka,Furniture,Paper,7,474.3890739630896,0.05,Standard,0.4812710153052557,3154.6873418545456,1518.2595799849753,True
ORD1356,2023-01-10,2023-08-12,CUST24,Consumer,Mumbai,Karnataka,Technology,Binders,3,71.92136955403251,0.15,Standard,0.1721160522462562,183.3994923627829,31.565996609449606,False
ORD1357,2023-08-02,2023-05-31,CUST29,Home Office,Bangalore,Maharashtra,Office Supplies,Binders,13,487.1091460765974,0.0,First Class,0.3896543915330532,6332.4188989957665,2467.454833020602,True
ORD1358,2023-12-10,2023-11-03,CUST122,Consumer,Hyderabad,Karnataka,Technology,Laptops,13,123.01293370498934,0.2,Same Day,0.4248958154434988,1279.3345105318892,543.5838800774565,False
ORD1359,2023-07-30,2023-11-25,CUST90,Corporate,Chennai,Tamil Nadu,Furniture,Binders,13,388.708228827108,0.2,First Class,0.3716515325339448,4042.5655798019234,1502.42569310236,True
ORD1360,2023-05-22,2023-05-09,CUST65,Consumer,Chennai,Telangana,Furniture,Tables,6,176.0952638246825,0.15,Express,0.3427689120906161,898.0858455058808,307.8359082280319,False
ORD1361,2023-08-23,2023-03-28,CUST84,Home Office,Delhi,Maharashtra,Technology,Binders,8,80.10988375448382,0.0,Same Day,0.3259251124344729,640.8790700358705,208.87858295834155,False
ORD1362,2023-06-17,2023-10-12,CUST119,Consumer,Bangalore,Telangana,Furniture,Tables,7,430.3657007706576,0.1,Express,0.4443721930314784,2711.3039148551434,1204.8280666190128,True
ORD1363,2023-07-19,2023-04-11,CUST16,Home Office,Hyderabad,Telangana,Furniture,Laptops,10,161.34184062586698,0.15,First Class,0.4286586388658,1371.4056453198693,587.8648772556893,False
ORD1364,2023-12-10,2023-10-28,CUST104,Home Office,Bangalore,Delhi,Technology,Paper,6,332.8391480711527,0.2,First Class,0.1489154884722398,1597.627910741533,237.9115407249593,False
ORD1365,2023-05-21,2023-06-04,CUST92,Consumer,Chennai,Delhi,Furniture,Phones,9,287.557405692447,0.05,Standard,0.4394350628123512,2458.6158186704215,1080.4019967088768,True
ORD1366,2023-12-17,2023-09-01,CUST27,Corporate,Bangalore,Maharashtra,Office Supplies,Tables,9,241.1605916015284,0.0,Same Day,0.265627447776177,2170.4453244137558,576.5298520617624,False
ORD1367,2023-11-27,2023-02-04,CUST134,Home Office,Hyderabad,Delhi,Technology,Paper,1,252.95154159778411,0.1,Same Day,0.2014787319983243,227.6563874380057,45.86792027232864,False
ORD1368,2023-03-13,2023-08-16,CUST135,Consumer,Delhi,Delhi,Office Supplies,Paper,1,368.7965779052209,0.05,Standard,0.4479074272055704,350.3567490099598,156.9273900531589,False
ORD1369,2023-01-26,2023-06-14,CUST33,Home Office,Mumbai,Delhi,Furniture,Tables,1,53.00872792048588,0.0,Same Day,0.2728099198534967,53.00872792048588,14.461306815523566,False
ORD1370,2023-02-06,2023-08-03,CUST55,Corporate,Bangalore,Telangana,Furniture,Laptops,8,337.4085243593736,0.15,Express,0.4233458760707267,2294.3779656437405,971.315449902821,True
ORD1371,2023-01-07,2023-03-03,CUST7,Consumer,Mumbai,Maharashtra,Technology,Chairs,12,448.9479296853036,0.15,Express,0.2053614447823378,4579.2688827900965,940.4052738165761,True
ORD1372,2023-02-04,2023-09-26,CUST57,Consumer,Chennai,Telangana,Furniture,Paper,13,38.31621653973343,0.0,First Class,0.1015717285688871,498.1108150165346,50.59397650008659,False
ORD1373,2023-09-07,2023-11-11,CUST126,Consumer,Delhi,Tamil Nadu,Technology,Paper,14,78.9201362244967,0.1,Express,0.2981836771611778,994.3937164286585,296.5119749106669,False
ORD1374,2023-01-26,2023-03-21,CUST12,Corporate,Delhi,Telangana,Technology,Laptops,12,361.1496489839954,0.0,Same Day,0.1400913026571537,4333.795787807945,607.1270973641007,False
ORD1375,2023-04-27,2023-02-04,CUST16,Home Office,Bangalore,Tamil Nadu,Technology,Laptops,14,224.26800763986265,0.05,Standard,0.4017503822099638,2982.7645016101733,1198.3267785641992,True
ORD1376,2023-11-05,2023-01-09,CUST43,Consumer,Delhi,Karnataka,Technology,Binders,10,207.7388241987073,0.05,First Class,0.2104300544277641,1973.5188298877192,415.28767478749006,False
ORD1377,2023-01-09,2023-08-23,CUST117,Home Office,Bangalore,Karnataka,Technology,Laptops,7,77.11365092667558,0.15,Standard,0.2774582586413915,458.8262230137197,127.30512485639342,False
ORD1378,2023-10-25,2023-08-10,CUST135,Home Office,Bangalore,Tamil Nadu,Office Supplies,Paper,3,258.3173199517162,0.0,First Class,0.1348134260366217,774.9519598551485,104.47392872186708,False
ORD1379,2023-04-13,2023-07-19,CUST111,Corporate,Mumbai,Tamil Nadu,Technology,Tables,13,72.00720248622486,0.15,First Class,0.214663699378901,795.6795874727846,170.80352376718582,False
ORD1380,2023-02-13,2023-03-26,CUST51,Consumer,Delhi,Telangana,Office Supplies,Chairs,2,243.5440235921648,0.1,Standard,0.4125960973034288,438.37924246589665,180.8735645802625,False
ORD1381,2023-09-12,2023-05-23,CUST75,Home Office,Bangalore,Tamil Nadu,Furniture,Binders,4,384.17149649121177,0.05,Express,0.1606351647609278,1459.8516866666046,234.50351621420836,False
ORD1382,2023-08-18,2023-08-05,CUST8,Consumer,Mumbai,Maharashtra,Technology,Tables,3,136.54953536471012,0.2,Express,0.358863824450783,327.71888487530435,117.60645237109759,False
ORD1383,2023-11-17,2023-07-01,CUST45,Consumer,Hyderabad,Karnataka,Furniture,Chairs,7,245.5852224080664,0.2,Express,0.4669703411218004,1375.277245485172,642.2136844612609,False
ORD1384,2023-09-26,2023-12-27,CUST59,Home Office,Mumbai,Karnataka,Technology,Chairs,10,496.0878250044495,0.0,Express,0.3719347039030881,4960.878250044495,1845.122783029569,True
ORD1385,2023-10-21,2023-02-19,CUST132,Consumer,Mumbai,Tamil Nadu,Office Supplies,Chairs,8,346.45870744347826,0.0,Standard,0.4244086757168908,2771.669659547826,1176.3206497333783,True
ORD1386,2023-04-13,2023-09-11,CUST104,Consumer,Bangalore,Delhi,Office Supplies,Phones,6,422.2648179395473,0.2,Same Day,0.1435886517215663,2026.871126109827,291.0356922114828,False
ORD1387,2023-03-06,2023-05-28,CUST98,Home Office,Chennai,Delhi,Office Supplies,Tables,3,213.2753272146674,0.0,First Class,0.2002927304008218,639.8259816440022,128.1524928448633,False
ORD1388,2023-10-01,2023-06-06,CUST79,Corporate,Chennai,Tamil Nadu,Furniture,Binders,6,386.2518523316691,0.05,Standard,0.4578155408962364,2201.635558290514,1007.942973975159,True
ORD1389,2023-10-22,2023-09-19,CUST124,Consumer,Chennai,Maharashtra,Technology,Binders,2,29.8494947412477,0.1,Express,0.3860422454472357,53.72909053424586,20.74169875567809,False
ORD1390,2023-12-28,2023-09-10,CUST4,Home Office,Mumbai,Delhi,Furniture,Chairs,12,70.22647944570004,0.1,Express,0.3558215305509244,758.4459780135604,269.87140873697786,False
ORD1391,2023-05-31,2023-12-28,CUST90,Corporate,Bangalore,Tamil Nadu,Office Supplies,Tables,7,109.50459053083044,0.15,Standard,0.36550669444868,651.5523136584411,238.14673242568634,False
ORD1392,2023-05-16,2023-02-16,CUST104,Corporate,Delhi,Maharashtra,Furniture,Phones,14,206.9564430614576,0.05,First Class,0.2656802217218573,2752.5206927173863,731.2903079351554,False
ORD1393,2023-10-11,2023-02-08,CUST137,Home Office,Mumbai,Maharashtra,Office Supplies,Chairs,11,424.41499037962393,0.0,Standard,0.1178226526470613,4668.564894175864,550.0626998867473,False
ORD1394,2023-05-05,2023-09-22,CUST119,Home Office,Mumbai,Telangana,Office Supplies,Laptops,10,179.6703648860859,0.0,Standard,0.4137766168282916,1796.7036488608592,743.4339572686931,True
ORD1395,2023-12-06,2023-07-31,CUST133,Home Office,Bangalore,Maharashtra,Office Supplies,Binders,14,330.7643848225768,0.15,Same Day,0.3714852944861415,3936.096179388664,1462.2018483259742,True
ORD1396,2023-11-10,2023-04-11,CUST56,Home Office,Hyderabad,Delhi,Technology,Paper,7,357.56400445370684,0.15,Standard,0.2891217856450899,2127.505826499556,615.1082835278844,False
ORD1397,2023-06-06,2023-01-29,CUST96,Home Office,Mumbai,Delhi,Technology,Chairs,4,297.2293535032873,0.0,Same Day,0.4599038461473029,1188.9174140131493,546.7876914561526,False
ORD1398,2023-10-02,2023-02-01,CUST75,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Laptops,13,185.04856440336675,0.0,First Class,0.2344638659940395,2405.631337243768,564.0336234865849,False
ORD1399,2023-10-03,2023-11-23,CUST143,Consumer,Hyderabad,Tamil Nadu,Furniture,Binders,8,292.7561374396367,0.05,Standard,0.2177286976924943,2224.9466445412386,484.43473535124895,False
ORD1400,2023-02-07,2023-03-12,CUST32,Corporate,Chennai,Maharashtra,Furniture,Phones,4,177.71014046697564,0.15,Standard,0.4491185300317771,604.2144775877172,271.36391799811366,False
ORD1401,2023-11-26,2023-04-29,CUST28,Consumer,Bangalore,Karnataka,Technology,Tables,7,51.09813189048592,0.05,Express,0.4187950619035941,339.8025770717314,142.30764129975654,False
ORD1402,2023-07-04,2023-03-24,CUST22,Consumer,Hyderabad,Telangana,Office Supplies,Binders,4,496.4739493111471,0.0,Standard,0.3059919242593379,1985.8957972445885,607.6680763774036,False
ORD1403,2023-10-29,2023-05-10,CUST17,Consumer,Bangalore,Karnataka,Furniture,Tables,13,72.31940227993034,0.2,Express,0.15229389578314,752.1217837112756,114.54355654475438,False
ORD1404,2023-04-27,2023-01-26,CUST59,Home Office,Chennai,Maharashtra,Office Supplies,Tables,12,45.4507080796681,0.2,Express,0.186028588586021,436.3267975648138,81.16925831324082,False
ORD1405,2023-11-23,2023-07-09,CUST90,Corporate,Bangalore,Maharashtra,Furniture,Phones,5,440.4800671115064,0.0,Express,0.3624911961635226,2202.400335557532,798.3507320671932,True
ORD1406,2023-05-23,2023-01-25,CUST106,Corporate,Mumbai,Karnataka,Technology,Phones,7,157.8989838375186,0.15,First Class,0.2540164951361646,939.4989538332356,238.6482314368118,False
ORD1407,2023-01-04,2023-10-20,CUST26,Corporate,Hyderabad,Telangana,Office Supplies,Chairs,13,328.64551729601874,0.2,Same Day,0.4345892766663884,3417.913379878595,1485.3885034698096,True
ORD1408,2023-11-27,2023-03-27,CUST25,Corporate,Bangalore,Karnataka,Office Supplies,Chairs,14,171.2128075344941,0.15,Express,0.4799820037328817,2037.4324096604798,977.9308904591505,True
ORD1409,2023-02-03,2023-07-17,CUST138,Consumer,Delhi,Tamil Nadu,Furniture,Binders,14,201.81259268929085,0.2,Standard,0.4222547701099673,2260.301038120058,954.4228952307055,True
ORD1410,2023-04-27,2023-11-18,CUST45,Consumer,Bangalore,Delhi,Furniture,Phones,13,138.43535628823028,0.15,Standard,0.2510181691982228,1529.7106869849447,383.98517604991645,False
ORD1411,2023-12-13,2023-08-26,CUST83,Home Office,Hyderabad,Tamil Nadu,Furniture,Laptops,10,178.091562838575,0.2,Express,0.4154745716925696,1424.7325027086,591.9401263393383,False
ORD1412,2023-12-13,2023-07-14,CUST11,Corporate,Chennai,Delhi,Office Supplies,Binders,3,211.2431962874061,0.15,Express,0.2405766693882733,538.6701505328855,129.5914707140814,False
ORD1413,2023-07-29,2023-04-29,CUST104,Consumer,Chennai,Maharashtra,Technology,Paper,10,363.003873855248,0.05,Standard,0.1668400351062535,3448.536801624856,575.3540010482981,False
ORD1414,2023-08-19,2023-05-02,CUST68,Consumer,Hyderabad,Telangana,Technology,Tables,5,260.65273517504795,0.15,Express,0.1133572819463429,1107.7741244939537,125.57426376312426,False
ORD1415,2023-06-13,2023-09-02,CUST95,Home Office,Mumbai,Karnataka,Furniture,Tables,11,472.3469564069187,0.05,Same Day,0.254286685104408,4936.025694452301,1255.165611432459,True
ORD1416,2023-04-18,2023-12-29,CUST65,Home Office,Mumbai,Telangana,Technology,Chairs,14,30.521392981,0.05,Same Day,0.4614237214789127,405.9345266473,187.30781996237803,False
ORD1417,2023-04-30,2023-08-30,CUST49,Home Office,Chennai,Karnataka,Furniture,Laptops,3,256.5034780896938,0.0,First Class,0.1955946351022706,769.5104342690813,150.51211259825075,False
ORD1418,2023-09-03,2023-07-23,CUST52,Consumer,Chennai,Tamil Nadu,Technology,Phones,5,296.2701465275419,0.05,Express,0.1826052659719136,1407.2831960058238,256.9773223044481,False
ORD1419,2023-10-02,2023-09-24,CUST102,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Phones,14,460.8965231763942,0.1,First Class,0.4879283140964161,5807.296192022568,2833.544240432109,True
ORD1420,2023-10-16,2023-06-19,CUST57,Home Office,Mumbai,Karnataka,Furniture,Chairs,3,34.08767657449952,0.05,First Class,0.1100016451402368,97.14987823732363,10.68664643127929,False
ORD1421,2023-10-16,2023-01-22,CUST47,Corporate,Chennai,Telangana,Technology,Paper,11,291.01479661825584,0.15,First Class,0.4143128601575018,2720.988348380692,1127.3404650728414,True
ORD1422,2023-02-03,2023-07-25,CUST26,Home Office,Mumbai,Karnataka,Office Supplies,Binders,10,428.2786649786989,0.05,Express,0.2285479822963481,4068.6473172976393,929.881135043825,True
ORD1423,2023-06-30,2023-12-16,CUST114,Home Office,Chennai,Maharashtra,Technology,Binders,11,128.54458677842592,0.15,First Class,0.1149951827478637,1201.8918863782822,138.2117771172452,False
ORD1424,2023-01-22,2023-03-05,CUST5,Home Office,Bangalore,Tamil Nadu,Office Supplies,Laptops,7,439.38325077672937,0.15,Same Day,0.4671210160838335,2614.3303421215396,1221.2086457906096,True
ORD1425,2023-07-20,2023-09-09,CUST84,Home Office,Delhi,Maharashtra,Office Supplies,Chairs,13,19.331270544402997,0.1,First Class,0.1558569320838334,226.17586536951507,35.25107648789875,False
ORD1426,2023-06-11,2023-03-15,CUST52,Consumer,Bangalore,Tamil Nadu,Technology,Chairs,1,368.90276827552754,0.05,Same Day,0.3207117134902781,350.4576298617511,112.39586697870385,False
ORD1427,2023-11-21,2023-07-15,CUST105,Corporate,Chennai,Tamil Nadu,Technology,Paper,9,467.22547837264,0.05,Same Day,0.2096216829718191,3994.7778400860716,837.3920539373707,True
ORD1428,2023-05-09,2023-02-05,CUST54,Home Office,Delhi,Delhi,Office Supplies,Binders,9,332.0268542036305,0.2,Express,0.1260771208738764,2390.5933502661396,301.3991267817892,False
ORD1429,2023-02-12,2023-06-14,CUST15,Corporate,Delhi,Maharashtra,Office Supplies,Chairs,5,225.1243295504195,0.2,First Class,0.1199689942653516,900.497318201678,108.0317576033016,False
ORD1430,2023-02-22,2023-10-03,CUST61,Corporate,Chennai,Maharashtra,Office Supplies,Phones,9,31.991698071631838,0.0,Express,0.1462226795345355,287.92528264468655,42.101206334044555,False
