Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,City,State,Product_Category,Product_SubCategory,Quantity,Unit_Price,Discount,Shipping_Mode,Profit_Margin
ORD1175,2023-03-05,2023-11-14,CUST34,corporate,Mumbai,Telangana,Technology,Chairs,13,372.7533851135362,0.1,Standard,0.4686909682124264
ORD1176,2023-09-10,2023-06-12,CUST128,Consumer,Chennai,Telangana,Technology,Binders,12,275.9922734236966,0.05, First Class,0.4731850194268318
ORD1177,2023-05-22,2023-07-07,CUST4,Home Office,Delhi,Telangana,Technology,Paper,9,269.5258182472154,0.0,Same Day,0.19674117882589848
ORD1178,2023-12-08,2023-05-12,CUST102,Home Office,Delhi,Tamil Nadu,Technology,Chairs,4,180.40734782617452,0.0,Express,0.4192884726352054
ORD1179,2023-02-20,2023-08-05,CUST75,Corporate,Delhi,Maharashtra,Technology,Phones,9,265.0550614843421,0.0,Standard,0.2732298020578261
ORD1180,2023-05-05,2023-03-01,CUST99,Consumer,Mumbai,Tamil Nadu,Office Supplies,Chairs,4,331.1377677370921,0.0,Standard,0.4670098908921393
ORD1181,2023-02-11,2023-05-23,CUST72,Corporate,Hyderabad,Delhi,Technology,Chairs,2,214.99788883010862,0.2,Same Day,0.28004970905409554
ORD1182,2023-12-04,2023-12-20,CUST3,corporate,Chennai,Tamil Nadu,Technology,Chairs,4,359.93504173216525,0.0,Express,0.39772148693494647
ORD1183,2023-11-17,2023-04-05,CUST142,Home Office,Delhi,Tamil Nadu,Technology,Binders,6,432.0037913575891,0.1,Express,0.28678696366551915
ORD1184,2023-04-05,2023-08-28,CUST34,Consumer,Hyderabad,Karnataka,Technology,Laptops,6,85.79557561058198,0.0,Express,0.19112030228514248
ORD1185,2023-08-29,2023-04-29,CUST45,Consumer,Chennai,Karnataka,Furniture,Laptops,5,231.25804118053796,0.15,Same Day,0.17974005157787454
ORD1186,2023-10-26,2023-10-10,CUST61,Consumer,Chennai,Karnataka,Technology,Chairs,1,209.92984472968973,0.0,Standard,0.27017247770253827
ORD1187,2023-07-22,2023-02-17,CUST83,Consumer,Delhi,Tamil Nadu,Technology,Binders,3,346.85775398436675,0.05,Standard,0.40219786280568603
ORD1188,2023-07-13,2023-12-20,CUST123,Corporate,Delhi,Maharashtra,Office Supplies,Binders,5,132.4350579763854,0.1,Express,0.34202859407230674
ORD1189,2023-03-30,2023-06-15,CUST102,corporate,Mumbai,Delhi,Furniture,Chairs,6,323.7229483266154,0.1,Same Day,0.3754517159602173
ORD1190,2023-02-03,2023-03-28,CUST16,Home Office,Hyderabad,Delhi,Office Supplies,Phones,14,439.9697284484291,0.2,Same Day,0.212930540292777
ORD1191,2023-11-24,2023-01-27,CUST66,Corporate,Hyderabad,Maharashtra,Technology,Phones,1,214.88448389887512,0.15,Same Day,0.29257413838304225
ORD1192,2023-11-25,2023-03-03,CUST145,Corporate,Delhi,Maharashtra,Office Supplies,Tables,14,456.3976929898178,0.1,Express,0.1177581059877308
ORD1193,2023-08-20,2023-07-09,CUST119,Home Office,Chennai,Delhi,Office Supplies,Chairs,14,496.65023207740444,0.05,Same Day,0.42701296638324826
ORD1194,2023-05-04,2023-05-04,CUST124,Home Office,Delhi,Telangana,Technology,Tables,9,61.98510447449652,0.0,Express,0.4959568648959499
ORD1195,2023-05-08,2023-10-30,CUST144,Home Office,Chennai,Karnataka,Furniture,Phones,14,124.19606211258073,0.1,Express,0.2627516250498684
ORD1196,2023-09-22,2023-06-07,CUST102,corporate,Chennai,Karnataka,Furniture,Phones,3,475.6860782262257,0.05,Express,0.10438546125261734
ORD1197,2023-11-24,2023-04-01,CUST66,Corporate,Delhi,Delhi,Office Supplies,Chairs,10,479.5805663758795,0.0, First Class,0.16791705582037897
ORD1198,2023-11-20,2023-08-14,CUST13,Home Office,Bangalore,Maharashtra,Technology,Tables,13,57.87656493951167,0.2,Express,0.36101075110016756
ORD1199,2023-10-12,2023-09-15,CUST111,Home Office,Hyderabad,Telangana,Office Supplies,Tables,3,17.349265184796973,0.1,Same Day,0.34483172728154365
ORD1200,2023-08-23,2023-03-02,CUST34,Home Office,Chennai,Delhi,Office Supplies,Chairs,11,88.9390113956469,0.1, First Class,0.4151458878342176
ORD1201,2023-01-31,2023-03-03,CUST39,Corporate,Chennai,Karnataka,Office Supplies,Tables,2,498.04626385730165,0.05,Standard,0.20155360438442727
ORD1202,2023-02-28,2023-01-14,CUST136,Corporate,Bangalore,Tamil Nadu,Technology,Paper,8,98.19981213923656,0.15,Standard,
ORD1203,2023-11-24,2023-09-26,CUST120,consumer,Mumbai,Maharashtra,Technology,Phones,13,256.24832729379136,0.2,Same Day,0.37519360860946793
ORD1204,2023-08-10,2023-08-31,CUST126,Corporate,Bangalore,Tamil Nadu,Furniture,Laptops,3,425.7246859509504,0.15,Same Day,0.22912579908553732
ORD1205,2023-01-04,2023-06-23,CUST55,Corporate,Bangalore,Delhi,Technology,Binders,6,19.99678923722111,0.1,Same Day,0.3181952592227848
ORD1206,2023-02-07,2023-11-05,CUST27,Corporate,Chennai,Karnataka,Office Supplies,Tables,2,306.19960130664515,0.15,Same Day,0.1589095233993307
ORD1207,2023-08-31,2023-10-22,CUST118,Home Office,Hyderabad,Telangana,Office Supplies,Tables,7,145.74246994611593,0.0, First Class,0.28102580137423305
ORD1208,2023-01-02,2023-08-02,CUST53,Corporate,Bangalore,Tamil Nadu,Furniture,Binders,13,432.5441090554685,0.2,Same Day,0.4524789358222564
ORD1209,2023-02-28,2023-11-13,CUST39,Home Office,Mumbai,Telangana,Technology,Tables,4,148.8959631393988,0.15,Express,0.2684765519301563
ORD1210,2023-07-20,2023-03-17,CUST65,consumer,Delhi,Karnataka,Office Supplies,Binders,9,346.51030293813534,0.0,Standard,0.43582668259016877
ORD1211,2023-09-10,2023-02-10,CUST145,Consumer,Bangalore,Tamil Nadu,Furniture,Chairs,14,340.3676198992245,0.05,Same Day,0.33610134610387776
ORD1212,2023-08-26,2023-04-09,CUST13,Home Office,Bangalore,Telangana,Furniture,Paper,10,118.53183894122361,0.15,Express,0.17675068524094273
ORD1213,2023-03-23,2023-01-21,CUST21,Home Office,Mumbai,Telangana,Office Supplies,Paper,9,,0.2,Same Day,0.3324424978791586
ORD1214,2023-09-17,2023-07-13,CUST147,Home Office,Hyderabad,Tamil Nadu,Office Supplies,Phones,7,210.53229115484467,0.0,Express,0.3023933316628254
ORD1215,2023-03-28,2023-12-08,CUST53,Corporate,Bangalore,Karnataka,Technology,Laptops,12,151.70464446327614,0.15, First Class,0.2594565340785536
ORD1216,2023-04-29,2023-01-15,CUST19,Consumer,Bangalore,Telangana,Furniture,Tables,8,406.3990973107172,0.05,Standard,0.14785217580642815
ORD1217,2023-09-30,2023-02-14,CUST57,home office,Hyderabad,Delhi,Office Supplies,Laptops,3,402.1784523431192,0.15,Standard,0.26668346553889194
ORD1218,2023-08-26,2023-06-15,CUST25,Corporate,Mumbai,Tamil Nadu,Furniture,Chairs,11,233.94173657438648,0.0, First Class,0.12910495049585086
ORD1219,2023-11-06,2023-12-07,CUST31,Consumer,Bangalore,Maharashtra,Technology,Paper,5,307.1909904083773,0.15,Express,0.1395076205595005
ORD1220,2023-08-29,2023-04-26,CUST81,Corporate,Hyderabad,Maharashtra,Office Supplies,Chairs,2,306.0871628335933,0.2,Same Day,0.2663666131730864
ORD1221,2023-07-27,2023-07-05,CUST23,Consumer,Bangalore,Karnataka,Technology,Chairs,10,415.30749272953545,0.1,Express,0.2221525927873855
ORD1222,2023-02-04,2023-01-16,CUST32,Corporate,Delhi,Delhi,Furniture,Tables,7,218.25118292036677,0.0,Standard,0.47021773034488945
ORD1223,2023-05-15,2023-02-24,CUST74,Consumer,Chennai,Telangana,Technology,Chairs,13,144.96887309734944,0.0, First Class,0.2502823221521082
ORD1224,2023-04-07,2023-12-27,CUST10,consumer,Delhi,Maharashtra,Technology,Paper,8,139.86710988886827,0.0, First Class,0.4031432488288401
ORD1225,2023-03-31,2023-12-19,CUST54,Corporate,Bangalore,Karnataka,Furniture,Laptops,9,272.73421684828,0.0,Express,0.31209901054649714
ORD1226,2023-12-22,2023-01-02,CUST52,Home Office,Mumbai,Delhi,Technology,Paper,11,230.08261933878416,0.15,Express,0.3816342674569342
ORD1227,2023-05-24,2023-12-14,CUST148,Consumer,Chennai,Delhi,Furniture,Tables,11,225.65917778261874,0.2, First Class,0.2040463932061597
ORD1228,2023-11-22,2023-08-22,CUST114,Home Office,Delhi,Karnataka,Office Supplies,Paper,7,54.65729615395654,0.05,Standard,0.47676198913533163
ORD1229,2023-08-19,2023-11-13,CUST14,Corporate,Hyderabad,Karnataka,Furniture,Binders,10,362.11583293819587,0.2,Same Day,0.3120353987657696
ORD1230,2023-10-18,2023-06-15,CUST110,Home Office,Mumbai,Telangana,Furniture,Laptops,10,114.73097711113624,0.0,Same Day,0.43252962851409993
ORD1231,2023-07-03,2023-07-08,CUST53,home office,Delhi,Karnataka,Office Supplies,Binders,13,106.50727880227348,0.15,Express,0.2460182773904454
ORD1232,2023-07-30,2023-06-28,CUST79,Home Office,Hyderabad,Telangana,Furniture,Binders,8,212.2515769359228,0.15, First Class,0.14008453962020984
ORD1233,2023-06-29,2023-09-01,CUST22,Home Office,Bangalore,Telangana,Office Supplies,Phones,12,121.61138739272269,0.0, First Class,0.3694846590883395
ORD1234,2023-03-13,2023-02-20,CUST30,Home Office,Hyderabad,Tamil Nadu,Office Supplies,Tables,9,296.09055098092756,0.15, First Class,0.1031038593349698
ORD1235,2023-09-21,2023-01-11,CUST4,Consumer,Delhi,Delhi,Furniture,Chairs,6,192.01703627389105,0.0,Standard,0.29011719062620334
ORD1236,2023-04-13,2023-04-23,CUST59,Consumer,Delhi,Delhi,Technology,Binders,12,229.96674407046714,0.2,Express,0.1771207610665837
ORD1237,2023-01-09,2023-09-15,CUST8,Consumer,Bangalore,Delhi,Technology,Paper,12,273.2129675859741,0.1,Express,0.35095020177414493
ORD1238,2023-08-24,2023-03-15,CUST12,corporate,Hyderabad,Tamil Nadu,Office Supplies,Chairs,10,109.73240601608437,0.15,Express,0.4917679492551409
ORD1239,2023-03-06,2023-09-03,CUST119,Home Office,Hyderabad,Telangana,Technology,Paper,2,86.3182952041096,0.0,Standard,0.2857611625282584
ORD1240,2023-12-10,2023-12-21,CUST34,Consumer,Bangalore,Telangana,Technology,Paper,2,441.4067324080663,0.0,Express,0.42699930261026664
ORD1241,2023-12-15,2023-02-04,CUST82,Corporate,Hyderabad,Karnataka,Furniture,Chairs,4,222.5246143873963,0.15,Same Day,0.3031136747804484
ORD1242,2023-11-30,2023-09-03,CUST98,Consumer,Bangalore,Tamil Nadu,Office Supplies,Chairs,9,211.9258687199442,0.05,Express,0.2983360124416097
ORD1243,2023-05-16,2023-06-11,CUST127,Consumer,Mumbai,Karnataka,Office Supplies,Paper,7,27.449953633692324,0.0,Express,0.4721693972715112
ORD1244,2023-01-06,2023-11-13,CUST75,Home Office,Delhi,Tamil Nadu,Furniture,Tables,2,254.00838826782268,0.15,Express,0.4559863474986726
ORD1245,2023-12-05,2023-03-06,CUST105,corporate,Mumbai,Karnataka,Technology,Laptops,8,281.54316358939,0.0,Standard,0.41432018607518983
ORD1246,2023-06-06,2023-09-10,CUST49,Home Office,Chennai,Maharashtra,Office Supplies,Phones,11,283.8320267677866,0.05,Same Day,0.21850230132671367
ORD1247,2023-12-19,2023-11-02,CUST79,Home Office,Chennai,Delhi,Technology,Laptops,7,356.4452729682133,0.1,Same Day,0.31800336628957626
ORD1248,2023-12-18,2023-12-11,CUST93,Consumer,Chennai,Delhi,Office Supplies,Tables,9,96.96609914559578,0.05, First Class,0.18955889332227402
ORD1249,2023-11-08,2023-09-07,CUST18,Home Office,Bangalore,Telangana,Office Supplies,Phones,8,133.5893357730032,0.2, First Class,0.2775666792186159
ORD1250,2023-04-18,2023-07-01,CUST96,Corporate,Hyderabad,Maharashtra,Office Supplies,Chairs,3,407.2579279629022,0.15,Same Day,0.29368522630391625
ORD1251,2023-05-21,2023-08-14,CUST38,Home Office,Mumbai,Delhi,Office Supplies,Phones,1,474.113602253263,0.05,Express,0.4326560160677324
ORD1252,2023-11-07,2023-11-14,CUST87,home office,Mumbai,Telangana,Technology,Paper,2,76.60704620998712,0.1,Express,0.45841134612999723
ORD1253,2023-04-26,2023-07-28,CUST88,Home Office,Mumbai,Maharashtra,Technology,Laptops,14,253.8482817075569,0.0,Express,0.26584802495859117
ORD1254,2023-03-03,2023-01-12,CUST50,Consumer,Mumbai,Delhi,Technology,Phones,13,114.94636384239756,0.15,Standard,0.10708177802929489
ORD1255,2023-07-23,2023-12-06,CUST8,Corporate,Chennai,Karnataka,Technology,Paper,2,39.4358524939414,0.05,Express,0.4447095359157419
ORD1256,2023-12-08,2023-09-09,CUST134,Consumer,Mumbai,Tamil Nadu,Furniture,Tables,4,169.49663568180634,0.1,Standard,0.16971147140054427
ORD1257,2023-09-12,2023-09-04,CUST69,Consumer,Hyderabad,Maharashtra,Office Supplies,Phones,6,80.40693634026424,0.05,Same Day,0.3487527855561574
ORD1258,2023-07-28,2023-03-20,CUST121,Consumer,Chennai,Telangana,Office Supplies,Paper,4,357.86720598278066,0.2,Express,0.10998836017365249
ORD1259,2023-02-05,2023-08-29,CUST64,consumer,Mumbai,Maharashtra,Office Supplies,Tables,9,271.52545269900776,0.15,Express,0.2598025901042257
ORD1260,2023-08-13,2023-05-24,CUST139,Consumer,Bangalore,Telangana,Furniture,Chairs,4,80.47889078525233,0.0, First Class,0.4943841208461399
ORD1261,2023-12-28,2023-08-26,CUST121,Corporate,Delhi,Maharashtra,Technology,Tables,6,14.528378318702039,0.1,Same Day,0.14027744044152124
ORD1262,2023-02-21,2023-02-08,CUST65,Home Office,Delhi,Telangana,Office Supplies,Tables,6,405.9969540218642,0.05,Express,0.2694772607998569
ORD1263,2023-07-09,2023-08-29,CUST107,Consumer,Delhi,Delhi,Technology,Laptops,10,96.33525902048129,0.15,Standard,0.22285998007598087
ORD1264,2023-11-17,2023-12-31,CUST147,Consumer,Chennai,Karnataka,Technology,Paper,11,307.0461546881753,0.05,Same Day,0.4620352493553057
ORD1265,2023-09-28,2023-01-18,CUST137,Corporate,Mumbai,Delhi,Furniture,Phones,10,175.09173740760534,0.15, First Class,0.44773604316294213
ORD1266,2023-09-12,2023-12-23,CUST100,corporate,Chennai,Karnataka,Furniture,Laptops,1,296.8881097743674,0.2,Same Day,0.19507950412249153
ORD1267,2023-09-14,2023-05-29,CUST82,Home Office,Hyderabad,Delhi,Technology,Binders,8,164.67027722133878,0.05,Standard,0.1324751148201725
ORD1268,2023-05-12,2023-11-14,CUST143,Corporate,Bangalore,Delhi,Office Supplies,Tables,12,52.60038473920454,0.2, First Class,0.350855357624447
ORD1269,2023-04-18,2023-10-13,CUST51,Home Office,Bangalore,Maharashtra,Office Supplies,Binders,3,119.24550419329927,0.1,Standard,0.23454748475348391
ORD1270,2023-10-23,2023-07-26,CUST141,Consumer,Delhi,Tamil Nadu,Furniture,Laptops,13,102.14869757474705,0.2,Same Day,0.3688337562424252
ORD1271,2023-10-23,2023-09-27,CUST83,Consumer,Delhi,Telangana,Furniture,Paper,6,219.72948269542547,0.15, First Class,0.11284790242712579
ORD1272,2023-11-13,2023-11-17,CUST112,Home Office,Delhi,Telangana,Furniture,Laptops,3,332.5590538788171,0.1,Standard,0.15335969407099578
ORD1273,2023-11-30,2023-05-28,CUST56,corporate,Mumbai,Telangana,Furniture,Paper,11,139.2649767237152,0.05,Same Day,0.37454889310905737
ORD1274,2023-07-06,2023-04-30,CUST145,Home Office,Hyderabad,Karnataka,Furniture,Paper,2,15.914268297302796,0.05,Standard,0.18494826212099913
ORD1275,2023-07-03,2023-09-01,CUST60,Corporate,Hyderabad,Telangana,Furniture,Chairs,5,264.27930848973085,0.15,Express,0.4430350703049607
ORD1276,2023-10-19,2023-10-22,CUST120,Consumer,Hyderabad,Telangana,Furniture,Tables,14,306.82214978589633,0.0,Same Day,0.12343635508405418
ORD1277,2023-08-26,2023-10-06,CUST138,Corporate,Hyderabad,Maharashtra,Office Supplies,Laptops,1,481.8065420608867,0.0, First Class,0.18619279311422987
ORD1278,2023-09-14,2023-10-19,CUST23,Home Office,Delhi,Delhi,Furniture,Paper,9,298.84069351569093,0.05, First Class,0.49942409939402743
ORD1279,2023-10-18,2023-06-08,CUST149,Home Office,Bangalore,Telangana,Furniture,Laptops,11,240.8745540952895,0.15,Express,0.27323044103471705
ORD1280,2023-11-21,2023-10-26,CUST13,consumer,Delhi,Tamil Nadu,Office Supplies,Laptops,7,290.96679668987485,0.0,Standard,0.3811862654178574
ORD1281,2023-05-04,2023-02-13,CUST101,Corporate,Hyderabad,Telangana,Office Supplies,Paper,3,464.6713086323932,0.2,Standard,0.17306521954280546
ORD1282,2023-05-18,2023-07-18,CUST24,Corporate,Delhi,Karnataka,Technology,Phones,4,415.90529134480664,0.05, First Class,0.3439474939942151
ORD1283,2023-02-04,2023-01-03,CUST108,Corporate,Hyderabad,Karnataka,Furniture,Binders,13,168.25957934826593,0.2,Standard,0.39044242734776746
ORD1284,2023-07-31,2023-04-29,CUST11,Consumer,Chennai,Karnataka,Furniture,Tables,6,126.25463819199726,0.15,Same Day,0.22579065434660422
ORD1285,2023-01-14,2023-05-14,CUST17,Corporate,Bangalore,Telangana,Furniture,Tables,3,138.69047005937608,0.2,Same Day,0.4315588447903511
ORD1286,2023-06-19,2023-05-25,CUST25,Home Office,Chennai,Maharashtra,Furniture,Phones,12,257.1663094604544,0.0, First Class,0.34136703138891333
ORD1287,2023-07-18,2023-09-11,CUST94,corporate,Mumbai,Tamil Nadu,Technology,Chairs,7,374.5842311020031,0.0,Same Day,0.2556492038460121
ORD1288,2023-04-15,2023-05-22,CUST21,Consumer,Delhi,Telangana,Office Supplies,Phones,13,256.57741151965143,0.1, First Class,0.3230569573372635
ORD1289,2023-08-04,2023-06-13,CUST84,Corporate,Mumbai,Maharashtra,Office Supplies,Chairs,6,43.22023395577517,0.05,Standard,0.3307043389743697
ORD1290,2023-01-12,2023-03-28,CUST140,Corporate,Delhi,Maharashtra,Furniture,Chairs,9,364.5545432155906,0.15,Standard,0.1662141170775464
ORD1291,2023-01-14,2023-05-17,CUST37,Home Office,Chennai,Telangana,Furniture,Phones,12,404.9253630487674,0.05,Standard,0.2610929479467865
ORD1292,2023-10-28,2023-03-24,CUST42,Corporate,Hyderabad,Telangana,Furniture,Tables,5,151.85395390866262,0.2,Express,0.23737223520779727
ORD1293,2023-05-12,2023-01-27,CUST145,Home Office,Hyderabad,Maharashtra,Technology,Binders,4,335.4216122488417,0.15, First Class,0.26036108903165045
ORD1294,2023-02-16,2023-08-09,CUST101,home office,Delhi,Maharashtra,Technology,Tables,3,219.03003151665274,0.15,Same Day,0.40444423539410324
ORD1295,2023-07-10,2023-09-01,CUST48,Consumer,Hyderabad,Maharashtra,Office Supplies,Tables,10,,0.0,Standard,0.2930153629866691
ORD1296,2023-10-09,2023-08-15,CUST103,Home Office,Chennai,Telangana,Furniture,Tables,1,424.16052349876253,0.2,Express,0.4761264612957058
ORD1297,2023-03-20,2023-06-19,CUST28,Home Office,Hyderabad,Maharashtra,Furniture,Phones,3,267.4616791717247,0.0,Same Day,0.2174705653433745
ORD1298,2023-08-16,2023-05-19,CUST41,Consumer,Chennai,Karnataka,Furniture,Phones,3,348.8377174486613,0.0,Same Day,0.26628143131397164
ORD1299,2023-02-01,2023-11-12,CUST99,Home Office,Mumbai,Telangana,Furniture,Phones,7,442.84135350083096,0.1,Same Day,0.41478272419161655
ORD1300,2023-01-19,2023-07-09,CUST47,Consumer,Chennai,Karnataka,Technology,Tables,7,252.901334938355,0.0,Standard,0.3184098373283001
ORD1301,2023-07-13,2023-06-24,CUST146,corporate,Bangalore,Delhi,Office Supplies,Binders,13,163.49286283952276,0.05,Same Day,0.3188112585697791
ORD1302,2023-07-17,2023-01-10,CUST105,Consumer,Bangalore,Telangana,Office Supplies,Chairs,12,379.29640757569484,0.15, First Class,0.1213360652020734
ORD1303,2023-08-21,2023-05-05,CUST124,Home Office,Bangalore,Delhi,Technology,Laptops,1,117.83246484449897,0.0,Express,0.25943986508738237
ORD1304,2023-09-23,2023-05-19,CUST13,Consumer,Delhi,Maharashtra,Furniture,Chairs,3,200.3802625229606,0.05,Same Day,0.208293492968693
ORD1305,2023-12-23,2023-05-26,CUST141,Home Office,Delhi,Maharashtra,Office Supplies,Chairs,13,434.2063461823289,0.2,Same Day,0.4997340491324461
ORD1306,2023-07-08,2023-07-31,CUST100,Corporate,Delhi,Tamil Nadu,Office Supplies,Laptops,8,364.96694673196436,0.15, First Class,0.22334202825292412
ORD1307,2023-04-28,2023-07-14,CUST31,Consumer,Chennai,Maharashtra,Technology,Tables,9,207.86739257127462,0.2,Same Day,0.4537986139175454
ORD1308,2023-10-18,2023-08-10,CUST130,corporate,Delhi,Delhi,Furniture,Binders,7,115.22480618009513,0.05,Standard,0.370493494016191
ORD1309,2023-04-09,2023-10-07,CUST16,Home Office,Mumbai,Maharashtra,Office Supplies,Binders,7,184.4245115077959,0.2,Standard,0.23636656367683617
ORD1310,2023-06-10,2023-10-24,CUST137,Home Office,Bangalore,Telangana,Furniture,Chairs,12,149.21103312144217,0.2,Standard,0.31741375134964944
ORD1311,2023-01-29,2023-09-20,CUST73,Corporate,Chennai,Maharashtra,Office Supplies,Laptops,11,96.28375109248842,0.2,Same Day,0.4362143519796775
ORD1312,2023-01-10,2023-12-15,CUST54,Consumer,Bangalore,Tamil Nadu,Technology,Paper,8,374.2331276471718,0.0,Express,0.4533473192123648
ORD1313,2023-12-18,2023-01-07,CUST100,Consumer,Delhi,Maharashtra,Furniture,Tables,6,133.51424455658406,0.0,Express,0.16415755000245807
ORD1314,2023-11-02,2023-03-13,CUST109,Home Office,Chennai,Delhi,Technology,Chairs,11,232.54206038220428,0.0,Same Day,0.23582925648326786
ORD1315,2023-09-12,2023-01-03,CUST87,corporate,Hyderabad,Delhi,Office Supplies,Binders,3,199.07112894969345,0.15,Express,
ORD1316,2023-05-30,2023-08-25,CUST137,Corporate,Mumbai,Maharashtra,Technology,Phones,1,491.2179155314591,0.05,Express,0.11681791843037788
ORD1317,2023-03-05,2023-11-24,CUST8,Consumer,Delhi,Delhi,Technology,Phones,7,201.63519963262806,0.0,Same Day,0.3392951039407586
ORD1318,2023-02-27,2023-03-30,CUST7,Consumer,Delhi,Delhi,Technology,Laptops,1,49.19141657040985,0.2,Standard,0.44192802119687524
ORD1319,2023-04-02,2023-12-05,CUST36,Consumer,Mumbai,Tamil Nadu,Office Supplies,Laptops,1,54.01461876032117,0.2,Same Day,0.25262975513020713
ORD1320,2023-07-20,2023-01-22,CUST18,Corporate,Mumbai,Telangana,Furniture,Chairs,9,299.46932346300173,0.2,Standard,0.3960143779936708
ORD1321,2023-09-18,2023-12-08,CUST3,Consumer,Hyderabad,Tamil Nadu,Technology,Paper,13,303.6881403517501,0.2,Standard,0.35108016544029597
ORD1322,2023-08-29,2023-05-09,CUST28,consumer,Delhi,Karnataka,Furniture,Binders,10,215.19190533650092,0.1,Express,0.25025949419720034
ORD1323,2023-04-13,2023-02-07,CUST70,Home Office,Delhi,Tamil Nadu,Office Supplies,Chairs,7,221.60340923289453,0.15,Express,0.15642391979691883
ORD1324,2023-12-15,2023-06-27,CUST149,Consumer,Bangalore,Maharashtra,Furniture,Paper,13,36.426965592026896,0.05,Standard,0.38372954111038693
ORD1325,2023-09-27,2023-04-04,CUST28,Consumer,Chennai,Telangana,Technology,Laptops,11,263.1077900907385,0.05,Standard,0.44182606757649623
ORD1326,2023-07-22,2023-04-14,CUST54,Corporate,Chennai,Maharashtra,Technology,Phones,13,257.32234293637237,0.0,Express,0.3743417969605968
ORD1327,2023-08-12,2023-04-23,CUST65,Corporate,Bangalore,Karnataka,Technology,Tables,4,83.27916609290283,0.1, First Class,0.10715139361392723
ORD1328,2023-06-03,2023-10-21,CUST100,Home Office,Chennai,Telangana,Technology,Phones,6,60.88129919435451,0.05,Standard,0.18649315775639652
ORD1329,2023-04-01,2023-07-16,CUST21,consumer,Mumbai,Delhi,Technology,Binders,1,70.55052039375033,0.15,Standard,0.12779199395341279
ORD1330,2023-05-10,2023-04-24,CUST13,Home Office,Chennai,Tamil Nadu,Technology,Binders,7,59.50384078071668,0.2,Standard,0.32815443983049075
ORD1331,2023-10-04,2023-08-11,CUST57,Corporate,Chennai,Maharashtra,Office Supplies,Phones,12,308.7570158130123,0.0,Express,0.402591071536165
ORD1332,2023-01-06,2023-09-19,CUST49,Home Office,Bangalore,Karnataka,Office Supplies,Phones,6,106.27649967743012,0.15,Same Day,0.1442316748274638
ORD1333,2023-02-12,2023-04-10,CUST118,Corporate,Hyderabad,Delhi,Office Supplies,Paper,4,133.2007745718571,0.05,Standard,0.4353351282373541
ORD1334,2023-01-17,2023-05-31,CUST54,Home Office,Chennai,Tamil Nadu,Furniture,Chairs,7,95.05035063420547,0.1,Standard,0.3222035913581933
ORD1335,2023-01-15,2023-02-14,CUST138,Home Office,Chennai,Delhi,Furniture,Laptops,3,479.3392991797665,0.0,Standard,0.37598760485669
ORD1336,2023-11-09,2023-03-08,CUST53,consumer,Hyderabad,Tamil Nadu,Office Supplies,Paper,1,428.76255694439936,0.05,Same Day,0.48856073944345846
ORD1337,2023-09-14,2023-09-06,CUST44,,Bangalore,Telangana,Furniture,Tables,4,122.94247030224523,0.0,Same Day,0.13347239529907895
ORD1338,2023-06-23,2023-03-08,CUST47,Consumer,Hyderabad,Delhi,Furniture,Phones,3,170.50748402184175,0.05,Standard,0.4604896091911157
ORD1339,2023-02-05,2023-07-11,CUST53,Consumer,Bangalore,Delhi,Technology,Tables,1,112.8474927294486,0.2,Standard,0.15044107839496373
ORD1340,2023-06-29,2023-09-16,CUST74,Consumer,Mumbai,Delhi,Technology,Tables,2,251.01922013580364,0.1, First Class,0.2571835226546729
ORD1341,2023-06-22,2023-02-09,CUST46,Consumer,Bangalore,Telangana,Furniture,Paper,11,19.60916091238426,0.2,Same Day,0.4405754785324457
ORD1342,2023-03-05,2023-07-27,CUST13,Home Office,Mumbai,Karnataka,Furniture,Laptops,5,338.9703243594299,0.05, First Class,0.46250169469514735
ORD1343,2023-06-08,2023-04-04,CUST102,corporate,Mumbai,Tamil Nadu,Office Supplies,Binders,8,266.3474934106444,0.15,Standard,0.30254866941805814
ORD1344,2023-05-26,2023-12-18,CUST24,Corporate,Bangalore,Delhi,Furniture,Chairs,1,450.3330748675406,0.2,Standard,0.3376418553101701
ORD1345,2023-08-13,2023-06-26,CUST2,Corporate,Delhi,Telangana,Technology,Binders,4,90.55241532092293,0.15,Standard,0.3832589338394229
ORD1346,2023-08-20,2023-10-22,CUST81,Home Office,Bangalore,Karnataka,Furniture,Laptops,14,404.0135305699545,0.05,Standard,0.43310346738108574
ORD1347,2023-01-17,2023-07-20,CUST100,Consumer,Chennai,Tamil Nadu,Office Supplies,Binders,4,398.0608970886907,0.1,Express,0.14860446781506648
ORD1348,2023-05-17,2023-01-16,CUST142,Corporate,Chennai,Telangana,Technology,Phones,5,72.3187827162746,0.15,Express,0.424027723291691
ORD1349,2023-08-17,2023-08-20,CUST138,Home Office,Delhi,Tamil Nadu,Technology,Phones,7,205.29401983062252,0.05,Express,0.2925104602046467
ORD1350,2023-07-03,2023-12-14,CUST131,consumer,Mumbai,Delhi,Technology,Paper,13,93.37479416081328,0.15, First Class,0.2802493700432676
ORD1351,2023-11-09,2023-08-08,CUST111,Corporate,Delhi,Karnataka,Technology,Tables,12,134.81304522419896,0.2,Same Day,0.2695599007987993
ORD1352,2023-08-29,2023-10-27,CUST102,Consumer,Chennai,Telangana,Furniture,Laptops,8,138.99062566696674,0.05,Standard,0.30368463409841706
